2020-10-17 12:41:46	[Main thread]	WARN	Achilles	3	Cohort table not found, will skip analyses 1700 and 1701
2020-10-17 12:42:01	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 103 (0.427191 secs)
2020-10-17 12:42:01	[Main thread]	INFO	Achilles	achilles	Analysis 104 (Distribution of age at first observation period by gender) -- START
2020-10-17 12:42:01	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 104 (0.501507 secs)
2020-10-17 12:42:01	[Main thread]	INFO	Achilles	achilles	Analysis 105 (Length of observation (days) of first observation period) -- START
2020-10-17 12:42:02	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 105 (0.380428 secs)
2020-10-17 12:42:02	[Main thread]	INFO	Achilles	achilles	Analysis 106 (Length of observation (days) of first observation period by gender) -- START
2020-10-17 12:42:02	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 106 (0.441114 secs)
2020-10-17 12:42:02	[Main thread]	INFO	Achilles	achilles	Analysis 107 (Length of observation (days) of first observation period by age decile) -- START
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 107 (0.583505 secs)
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	Analysis 108 (Number of persons by length of observation period, in 30d increments) -- START
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 108 (0.183644 secs)
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	Analysis 109 (Number of persons with continuous observation in each year) -- START
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 109 (0.193848 secs)
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	Analysis 110 (Number of persons with continuous observation in each month) -- START
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 110 (0.126015 secs)
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	Analysis 111 (Number of persons by observation period start month) -- START
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 111 (0.171698 secs)
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	Analysis 112 (Number of persons by observation period end month) -- START
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 112 (0.095101 secs)
2020-10-17 12:42:03	[Main thread]	INFO	Achilles	achilles	Analysis 113 (Number of persons by number of observation periods) -- START
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 113 (0.101656 secs)
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	Analysis 114 (Number of persons with observation period before year-of-birth) -- START
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 114 (0.103364 secs)
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	Analysis 115 (Number of persons with observation period end < observation period start) -- START
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 115 (0.074991 secs)
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	Analysis 116 (Number of persons with at least one day of observation in each year by gender and age decile) -- START
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 116 (0.263200 secs)
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	Analysis 117 (Number of persons with at least one day of observation in each month) -- START
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 117 (0.120849 secs)
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	Analysis 118 (Number of observation periods with invalid person_id) -- START
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 118 (0.090198 secs)
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	Analysis 119 (Number of observation period records by period_type_concept_id) -- START
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 119 (0.077541 secs)
2020-10-17 12:42:04	[Main thread]	INFO	Achilles	achilles	Analysis 200 (Number of persons with at least one visit occurrence, by visit_concept_id) -- START
2020-10-17 12:42:09	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 200 (4.425469 secs)
2020-10-17 12:42:09	[Main thread]	INFO	Achilles	achilles	Analysis 201 (Number of visit occurrence records, by visit_concept_id) -- START
2020-10-17 12:42:13	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 201 (4.037538 secs)
2020-10-17 12:42:13	[Main thread]	INFO	Achilles	achilles	Analysis 202 (Number of persons by visit occurrence start month, by visit_concept_id) -- START
2020-10-17 12:42:17	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 202 (4.206504 secs)
2020-10-17 12:42:17	[Main thread]	INFO	Achilles	achilles	Analysis 203 (Number of distinct visit occurrence concepts per person) -- START
2020-10-17 12:42:17	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 203 (0.479660 secs)
2020-10-17 12:42:17	[Main thread]	INFO	Achilles	achilles	Analysis 204 (Number of persons with at least one visit occurrence, by visit_concept_id by calendar year by gender by age decile) -- START
2020-10-17 12:42:22	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 204 (4.240271 secs)
2020-10-17 12:42:22	[Main thread]	INFO	Achilles	achilles	Analysis 206 (Distribution of age by visit_concept_id) -- START
2020-10-17 12:42:26	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 206 (4.496340 secs)
2020-10-17 12:42:26	[Main thread]	INFO	Achilles	achilles	Analysis 207 (Number of visit records with invalid person_id) -- START
2020-10-17 12:42:26	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 207 (0.095629 secs)
2020-10-17 12:42:26	[Main thread]	INFO	Achilles	achilles	Analysis 208 (Number of visit records outside valid observation period) -- START
2020-10-17 12:42:26	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 208 (0.131248 secs)
2020-10-17 12:42:26	[Main thread]	INFO	Achilles	achilles	Analysis 209 (Number of visit records with end date < start date) -- START
2020-10-17 12:42:26	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 209 (0.100347 secs)
2020-10-17 12:42:26	[Main thread]	INFO	Achilles	achilles	Analysis 210 (Number of visit records with invalid care_site_id) -- START
2020-10-17 12:42:27	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 210 (0.092452 secs)
2020-10-17 12:42:27	[Main thread]	INFO	Achilles	achilles	Analysis 211 (Distribution of length of stay by visit_concept_id) -- START
2020-10-17 12:42:35	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 211 (8.738965 secs)
2020-10-17 12:42:35	[Main thread]	INFO	Achilles	achilles	Analysis 212 (Number of persons with at least one visit occurrence, by calendar year by gender by age decile) -- START
2020-10-17 12:42:35	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 212 (0.171497 secs)
2020-10-17 12:42:35	[Main thread]	INFO	Achilles	achilles	Analysis 220 (Number of visit occurrence records by visit occurrence start month) -- START
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 220 (4.049713 secs)
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	Analysis 221 (Number of persons by visit start year) -- START
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 221 (0.146113 secs)
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	Analysis 225 (Number of visit_occurrence records by visit_source_concept_id) -- START
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 225 (0.131484 secs)
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	Analysis 300 (Number of providers) -- START
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 300 (0.082573 secs)
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	Analysis 301 (Number of providers by specialty concept_id) -- START
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 301 (0.069480 secs)
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	Analysis 302 (Number of providers with invalid care site id) -- START
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 302 (0.087647 secs)
2020-10-17 12:42:40	[Main thread]	INFO	Achilles	achilles	Analysis 325 (Number of provider records by specialty_source_concept_id) -- START
2020-10-17 12:42:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 325 (3.963202 secs)
2020-10-17 12:42:44	[Main thread]	INFO	Achilles	achilles	Analysis 400 (Number of persons with at least one condition occurrence, by condition_concept_id) -- START
2020-10-17 12:42:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 400 (0.098813 secs)
2020-10-17 12:42:44	[Main thread]	INFO	Achilles	achilles	Analysis 401 (Number of condition occurrence records, by condition_concept_id) -- START
2020-10-17 12:42:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 401 (0.082395 secs)
2020-10-17 12:42:44	[Main thread]	INFO	Achilles	achilles	Analysis 402 (Number of persons by condition occurrence start month, by condition_concept_id) -- START
2020-10-17 12:42:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 402 (0.155653 secs)
2020-10-17 12:42:44	[Main thread]	INFO	Achilles	achilles	Analysis 403 (Number of distinct condition occurrence concepts per person) -- START
2020-10-17 12:42:49	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 403 (4.408794 secs)
2020-10-17 12:42:49	[Main thread]	INFO	Achilles	achilles	Analysis 404 (Number of persons with at least one condition occurrence, by condition_concept_id by calendar year by gender by age decile) -- START
2020-10-17 12:42:53	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 404 (4.025151 secs)
2020-10-17 12:42:53	[Main thread]	INFO	Achilles	achilles	Analysis 405 (Number of condition occurrence records, by condition_concept_id by condition_type_concept_id) -- START
2020-10-17 12:42:53	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 405 (0.083281 secs)
2020-10-17 12:42:53	[Main thread]	INFO	Achilles	achilles	Analysis 406 (Distribution of age by condition_concept_id) -- START
2020-10-17 12:42:53	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 406 (0.479522 secs)
2020-10-17 12:42:53	[Main thread]	INFO	Achilles	achilles	Analysis 409 (Number of condition occurrence records with invalid person_id) -- START
2020-10-17 12:42:53	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 409 (0.094005 secs)
2020-10-17 12:42:53	[Main thread]	INFO	Achilles	achilles	Analysis 410 (Number of condition occurrence records outside valid observation period) -- START
2020-10-17 12:42:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 410 (0.091394 secs)
2020-10-17 12:42:54	[Main thread]	INFO	Achilles	achilles	Analysis 411 (Number of condition occurrence records with end date < start date) -- START
2020-10-17 12:42:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 411 (0.079258 secs)
2020-10-17 12:42:54	[Main thread]	INFO	Achilles	achilles	Analysis 412 (Number of condition occurrence records with invalid provider_id) -- START
2020-10-17 12:42:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 412 (0.100593 secs)
2020-10-17 12:42:54	[Main thread]	INFO	Achilles	achilles	Analysis 413 (Number of condition occurrence records with invalid visit_id) -- START
2020-10-17 12:42:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 413 (0.114919 secs)
2020-10-17 12:42:54	[Main thread]	INFO	Achilles	achilles	Analysis 420 (Number of condition occurrence records by condition occurrence start month) -- START
2020-10-17 12:42:58	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 420 (4.399260 secs)
2020-10-17 12:42:58	[Main thread]	INFO	Achilles	achilles	Analysis 425 (Number of condition_occurrence records by condition_source_concept_id) -- START
2020-10-17 12:42:58	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 425 (0.086522 secs)
2020-10-17 12:42:58	[Main thread]	INFO	Achilles	achilles	Analysis 424 (Number of co-occurring condition_occurrence condition_concept_id pairs) -- START
2020-10-17 12:43:18	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 424 (19.801944 secs)
2020-10-17 12:43:18	[Main thread]	INFO	Achilles	achilles	Analysis 500 (Number of persons with death, by cause_concept_id) -- START
2020-10-17 12:43:18	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 500 (0.076745 secs)
2020-10-17 12:43:18	[Main thread]	INFO	Achilles	achilles	Analysis 501 (Number of records of death, by cause_concept_id) -- START
2020-10-17 12:43:18	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 501 (0.066747 secs)
2020-10-17 12:43:18	[Main thread]	INFO	Achilles	achilles	Analysis 502 (Number of persons by death month) -- START
2020-10-17 12:43:22	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 502 (4.065713 secs)
2020-10-17 12:43:22	[Main thread]	INFO	Achilles	achilles	Analysis 504 (Number of persons with a death, by calendar year by gender by age decile) -- START
2020-10-17 12:43:26	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 504 (4.039687 secs)
2020-10-17 12:43:26	[Main thread]	INFO	Achilles	achilles	Analysis 505 (Number of death records, by death_type_concept_id) -- START
2020-10-17 12:43:26	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 505 (0.084513 secs)
2020-10-17 12:43:26	[Main thread]	INFO	Achilles	achilles	Analysis 506 (Distribution of age at death by gender) -- START
2020-10-17 12:43:27	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 506 (0.456000 secs)
2020-10-17 12:43:27	[Main thread]	INFO	Achilles	achilles	Analysis 509 (Number of death records with invalid person_id) -- START
2020-10-17 12:43:27	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 509 (0.088734 secs)
2020-10-17 12:43:27	[Main thread]	INFO	Achilles	achilles	Analysis 510 (Number of death records outside valid observation period) -- START
2020-10-17 12:43:27	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 510 (0.091731 secs)
2020-10-17 12:43:27	[Main thread]	INFO	Achilles	achilles	Analysis 511 (Distribution of time from death to last condition) -- START
2020-10-17 12:43:27	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 511 (0.137103 secs)
2020-10-17 12:43:27	[Main thread]	INFO	Achilles	achilles	Analysis 512 (Distribution of time from death to last drug) -- START
2020-10-17 12:43:28	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 512 (0.454802 secs)
2020-10-17 12:43:28	[Main thread]	INFO	Achilles	achilles	Analysis 513 (Distribution of time from death to last visit) -- START
2020-10-17 12:43:28	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 513 (0.454611 secs)
2020-10-17 12:43:28	[Main thread]	INFO	Achilles	achilles	Analysis 514 (Distribution of time from death to last procedure) -- START
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 514 (0.442801 secs)
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	Analysis 515 (Distribution of time from death to last observation) -- START
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 515 (0.484419 secs)
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	Analysis 525 (Number of death records by cause_source_concept_id) -- START
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 525 (0.088871 secs)
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	Analysis 600 (Number of persons with at least one procedure occurrence, by procedure_concept_id) -- START
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 600 (0.115022 secs)
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	Analysis 601 (Number of procedure occurrence records, by procedure_concept_id) -- START
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 601 (0.089137 secs)
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	Analysis 602 (Number of persons by procedure occurrence start month, by procedure_concept_id) -- START
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 602 (0.127002 secs)
2020-10-17 12:43:29	[Main thread]	INFO	Achilles	achilles	Analysis 603 (Number of distinct procedure occurrence concepts per person) -- START
2020-10-17 12:43:34	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 603 (4.658669 secs)
2020-10-17 12:43:34	[Main thread]	INFO	Achilles	achilles	Analysis 604 (Number of persons with at least one procedure occurrence, by procedure_concept_id by calendar year by gender by age decile) -- START
2020-10-17 12:43:34	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 604 (0.127542 secs)
2020-10-17 12:43:34	[Main thread]	INFO	Achilles	achilles	Analysis 605 (Number of procedure occurrence records, by procedure_concept_id by procedure_type_concept_id) -- START
2020-10-17 12:43:34	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 605 (0.084041 secs)
2020-10-17 12:43:34	[Main thread]	INFO	Achilles	achilles	Analysis 606 (Distribution of age by procedure_concept_id) -- START
2020-10-17 12:43:35	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 606 (0.462708 secs)
2020-10-17 12:43:35	[Main thread]	INFO	Achilles	achilles	Analysis 609 (Number of procedure occurrence records with invalid person_id) -- START
2020-10-17 12:43:35	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 609 (0.091439 secs)
2020-10-17 12:43:35	[Main thread]	INFO	Achilles	achilles	Analysis 610 (Number of procedure occurrence records outside valid observation period) -- START
2020-10-17 12:43:35	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 610 (0.093506 secs)
2020-10-17 12:43:35	[Main thread]	INFO	Achilles	achilles	Analysis 612 (Number of procedure occurrence records with invalid provider_id) -- START
2020-10-17 12:43:35	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 612 (0.095023 secs)
2020-10-17 12:43:35	[Main thread]	INFO	Achilles	achilles	Analysis 613 (Number of procedure occurrence records with invalid visit_id) -- START
2020-10-17 12:43:35	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 613 (0.111276 secs)
2020-10-17 12:43:35	[Main thread]	INFO	Achilles	achilles	Analysis 620 (Number of procedure occurrence records  by procedure occurrence start month) -- START
2020-10-17 12:43:39	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 620 (4.007832 secs)
2020-10-17 12:43:39	[Main thread]	INFO	Achilles	achilles	Analysis 625 (Number of procedure_occurrence records by procedure_source_concept_id) -- START
2020-10-17 12:43:39	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 625 (0.104111 secs)
2020-10-17 12:43:39	[Main thread]	INFO	Achilles	achilles	Analysis 624 (Number of co-occurring procedure_occurrence procedure_concept_id pairs) -- START
2020-10-17 12:43:40	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 624 (0.208231 secs)
2020-10-17 12:43:40	[Main thread]	INFO	Achilles	achilles	Analysis 691 (Percentage of total persons that have at least x procedures) -- START
2020-10-17 12:43:40	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 691 (0.107387 secs)
2020-10-17 12:43:40	[Main thread]	INFO	Achilles	achilles	Analysis 700 (Number of persons with at least one drug exposure, by drug_concept_id) -- START
2020-10-17 12:43:40	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 700 (0.096037 secs)
2020-10-17 12:43:40	[Main thread]	INFO	Achilles	achilles	Analysis 701 (Number of drug exposure records, by drug_concept_id) -- START
2020-10-17 12:43:40	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 701 (0.084234 secs)
2020-10-17 12:43:40	[Main thread]	INFO	Achilles	achilles	Analysis 702 (Number of persons by drug exposure start month, by drug_concept_id) -- START
2020-10-17 12:43:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 702 (4.417255 secs)
2020-10-17 12:43:44	[Main thread]	INFO	Achilles	achilles	Analysis 703 (Number of distinct drug exposure concepts per person) -- START
2020-10-17 12:43:49	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 703 (4.643161 secs)
2020-10-17 12:43:49	[Main thread]	INFO	Achilles	achilles	Analysis 704 (Number of persons with at least one drug exposure, by drug_concept_id by calendar year by gender by age decile) -- START
2020-10-17 12:43:53	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 704 (4.298080 secs)
2020-10-17 12:43:53	[Main thread]	INFO	Achilles	achilles	Analysis 705 (Number of drug exposure records, by drug_concept_id by drug_type_concept_id) -- START
2020-10-17 12:43:53	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 705 (0.086088 secs)
2020-10-17 12:43:53	[Main thread]	INFO	Achilles	achilles	Analysis 706 (Distribution of age by drug_concept_id) -- START
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 706 (0.480797 secs)
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	Analysis 709 (Number of drug exposure records with invalid person_id) -- START
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 709 (0.092314 secs)
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	Analysis 710 (Number of drug exposure records outside valid observation period) -- START
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 710 (0.088278 secs)
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	Analysis 711 (Number of drug exposure records with end date < start date) -- START
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 711 (0.075020 secs)
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	Analysis 712 (Number of drug exposure records with invalid provider_id) -- START
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 712 (0.102190 secs)
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	Analysis 713 (Number of drug exposure records with invalid visit_id) -- START
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 713 (0.110958 secs)
2020-10-17 12:43:54	[Main thread]	INFO	Achilles	achilles	Analysis 715 (Distribution of days_supply by drug_concept_id) -- START
2020-10-17 12:43:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 715 (0.411099 secs)
2020-10-17 12:43:55	[Main thread]	INFO	Achilles	achilles	Analysis 716 (Distribution of refills by drug_concept_id) -- START
2020-10-17 12:43:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 716 (0.402721 secs)
2020-10-17 12:43:55	[Main thread]	INFO	Achilles	achilles	Analysis 717 (Distribution of quantity by drug_concept_id) -- START
2020-10-17 12:43:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 717 (0.403204 secs)
2020-10-17 12:43:55	[Main thread]	INFO	Achilles	achilles	Analysis 720 (Number of drug exposure records  by drug exposure start month) -- START
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 720 (4.418971 secs)
