cohort_id,time_id,covariate_id,mean,sd,database_id
23,4,2617239701,-0.0057,NA,CMSDESynPUF1k
22,5,4060705701,-0.1923,NA,CMSDESynPUF1k
23,5,437525701,-0.0057,NA,CMSDESynPUF1k
23,1,139830701,-0.0057,NA,CMSDESynPUF1k
23,1,4060259701,-0.0057,NA,CMSDESynPUF1k
23,1,40482701701,0.0091,0.0954,CMSDESynPUF1k
23,5,40481861701,-0.0057,NA,CMSDESynPUF1k
23,5,440529701,-0.0057,NA,CMSDESynPUF1k
23,1,435081701,0.0068,0.0826,CMSDESynPUF1k
22,2,435928701,-0.1923,NA,CMSDESynPUF1k
23,1,443572701,-0.0057,NA,CMSDESynPUF1k
23,4,436238701,-0.0057,NA,CMSDESynPUF1k
23,2,320536701,-0.0057,NA,CMSDESynPUF1k
23,1,434492701,-0.0057,NA,CMSDESynPUF1k
23,5,4059049701,-0.0057,NA,CMSDESynPUF1k
23,3,4034850701,-0.0057,NA,CMSDESynPUF1k
23,3,4168553701,-0.0057,NA,CMSDESynPUF1k
23,3,443572701,-0.0057,NA,CMSDESynPUF1k
23,1,376525701,-0.0057,NA,CMSDESynPUF1k
22,1,2617206701,-0.1923,NA,CMSDESynPUF1k
23,1,435086701,-0.0057,NA,CMSDESynPUF1k
23,4,437992701,-0.0057,NA,CMSDESynPUF1k
23,5,4046263701,0.0205,0.1431,CMSDESynPUF1k
23,1,440216701,0.0886,0.2979,CMSDESynPUF1k
23,1,2617206701,0.0716,0.2677,CMSDESynPUF1k
23,5,436238701,0.0136,0.1168,CMSDESynPUF1k
23,1,40660437701,-0.0057,NA,CMSDESynPUF1k
23,1,4060985701,0.0284,0.1686,CMSDESynPUF1k
23,4,434169701,-0.0057,NA,CMSDESynPUF1k
23,5,439154701,-0.0057,NA,CMSDESynPUF1k
23,5,443572701,-0.0057,NA,CMSDESynPUF1k
23,2,40660437701,-0.0057,NA,CMSDESynPUF1k
23,4,4094448701,-0.0057,NA,CMSDESynPUF1k
23,5,4060266701,-0.0057,NA,CMSDESynPUF1k
23,1,137989701,0.0114,0.1067,CMSDESynPUF1k
23,2,440216701,0.0102,0.1012,CMSDESynPUF1k
23,2,2617239701,-0.0057,NA,CMSDESynPUF1k
23,1,4258831701,0.0091,0.0954,CMSDESynPUF1k
22,5,40482801701,0.2308,0.4895,CMSDESynPUF1k
23,1,439142701,-0.0057,NA,CMSDESynPUF1k
23,4,441692701,-0.0057,NA,CMSDESynPUF1k
23,1,4104132701,-0.0057,NA,CMSDESynPUF1k
23,4,4237017701,-0.0057,NA,CMSDESynPUF1k
23,2,435928701,-0.0057,NA,CMSDESynPUF1k
23,1,437992701,0.008,0.0892,CMSDESynPUF1k
23,3,4104132701,-0.0057,NA,CMSDESynPUF1k
23,5,443709701,-0.0057,NA,CMSDESynPUF1k
23,3,437671701,-0.0057,NA,CMSDESynPUF1k
23,1,40480893701,-0.0057,NA,CMSDESynPUF1k
23,1,79936701,-0.0057,NA,CMSDESynPUF1k
23,5,256244701,-0.0057,NA,CMSDESynPUF1k
22,4,4060985701,-0.1923,NA,CMSDESynPUF1k
23,1,439155701,-0.0057,NA,CMSDESynPUF1k
23,3,440216701,-0.0057,NA,CMSDESynPUF1k
23,5,432451701,-0.0057,NA,CMSDESynPUF1k
23,1,433441701,-0.0057,NA,CMSDESynPUF1k
23,2,4258677701,-0.0057,NA,CMSDESynPUF1k
23,1,441968701,0.0568,0.2385,CMSDESynPUF1k
23,4,436230701,0.017,0.1306,CMSDESynPUF1k
23,1,444118701,0.008,0.0892,CMSDESynPUF1k
23,1,2617239701,0.0227,0.1508,CMSDESynPUF1k
23,1,4258677701,0.008,0.0892,CMSDESynPUF1k
23,2,4034850701,-0.0057,NA,CMSDESynPUF1k
23,5,440072701,-0.0057,NA,CMSDESynPUF1k
23,5,40484648701,0.0182,0.1349,CMSDESynPUF1k
23,1,441419701,-0.0057,NA,CMSDESynPUF1k
22,5,4135421701,-0.1923,NA,CMSDESynPUF1k
23,4,137989701,-0.0057,NA,CMSDESynPUF1k
23,5,4098179701,0.0102,0.1012,CMSDESynPUF1k
23,2,4245252701,-0.0057,NA,CMSDESynPUF1k
23,5,40482701701,0.008,0.0892,CMSDESynPUF1k
23,5,435081701,0.008,0.0892,CMSDESynPUF1k
23,5,443713701,-0.0057,NA,CMSDESynPUF1k
23,1,435651701,-0.0057,NA,CMSDESynPUF1k
23,1,436245701,-0.0057,NA,CMSDESynPUF1k
23,5,435797701,-0.0057,NA,CMSDESynPUF1k
23,3,4009585701,-0.0057,NA,CMSDESynPUF1k
23,5,4168553701,-0.0057,NA,CMSDESynPUF1k
23,5,376525701,-0.0057,NA,CMSDESynPUF1k
22,1,4237017701,-0.1923,NA,CMSDESynPUF1k
23,5,443430701,-0.0057,NA,CMSDESynPUF1k
22,1,443698701,-0.1923,NA,CMSDESynPUF1k
23,2,4010838701,-0.0057,NA,CMSDESynPUF1k
23,4,439142701,-0.0057,NA,CMSDESynPUF1k
23,5,2617239701,0.0193,0.1391,CMSDESynPUF1k
23,5,2720510701,-0.0057,NA,CMSDESynPUF1k
23,5,4034850701,0.0432,0.2079,CMSDESynPUF1k
23,4,440216701,0.0091,0.0954,CMSDESynPUF1k
23,3,435928701,0.0136,0.1168,CMSDESynPUF1k
23,1,438878701,0.0205,0.1431,CMSDESynPUF1k
23,1,4216894701,-0.0057,NA,CMSDESynPUF1k
23,1,435928701,0.0443,0.2106,CMSDESynPUF1k
23,2,4098179701,-0.0057,NA,CMSDESynPUF1k
23,2,2617406701,-0.0057,NA,CMSDESynPUF1k
22,1,434164701,-0.1923,NA,CMSDESynPUF1k
23,5,4009585701,0.008,0.0892,CMSDESynPUF1k
23,1,4042557701,-0.0057,NA,CMSDESynPUF1k
23,4,2617206701,0.008,0.0892,CMSDESynPUF1k
22,2,434164701,-0.1923,NA,CMSDESynPUF1k
23,5,437982701,-0.0057,NA,CMSDESynPUF1k
22,5,434169701,-0.1923,NA,CMSDESynPUF1k
22,1,2720510701,-0.1923,NA,CMSDESynPUF1k
23,2,4060705701,-0.0057,NA,CMSDESynPUF1k
22,1,438557701,-0.1923,NA,CMSDESynPUF1k
22,1,40482701701,-0.1923,NA,CMSDESynPUF1k
23,1,441969701,0.0125,0.1119,CMSDESynPUF1k
23,3,438878701,-0.0057,NA,CMSDESynPUF1k
23,3,441969701,-0.0057,NA,CMSDESynPUF1k
23,5,435935701,-0.0057,NA,CMSDESynPUF1k
22,5,436230701,-0.1923,NA,CMSDESynPUF1k
23,2,439154701,-0.0057,NA,CMSDESynPUF1k
22,1,4092896701,-0.1923,NA,CMSDESynPUF1k
23,1,4060266701,-0.0057,NA,CMSDESynPUF1k
23,1,443709701,-0.0057,NA,CMSDESynPUF1k
23,5,434165701,-0.0057,NA,CMSDESynPUF1k
23,4,437671701,-0.0057,NA,CMSDESynPUF1k
23,3,4092896701,-0.0057,NA,CMSDESynPUF1k
23,5,434169701,0.0318,0.1785,CMSDESynPUF1k
23,2,434164701,0.0091,0.0954,CMSDESynPUF1k
23,2,437525701,-0.0057,NA,CMSDESynPUF1k
23,1,40482801701,0.1068,0.327,CMSDESynPUF1k
23,1,435775701,-0.0057,NA,CMSDESynPUF1k
23,2,4092896701,-0.0057,NA,CMSDESynPUF1k
23,5,4166231701,-0.0057,NA,CMSDESynPUF1k
23,5,75365701,0.0068,0.0826,CMSDESynPUF1k
23,5,4237017701,0.0114,0.1067,CMSDESynPUF1k
23,1,437677701,0.0352,0.1878,CMSDESynPUF1k
23,1,438557701,0.0898,0.2998,CMSDESynPUF1k
23,5,321414701,-0.0057,NA,CMSDESynPUF1k
23,2,134315701,-0.0057,NA,CMSDESynPUF1k
23,5,134315701,0.0136,0.1168,CMSDESynPUF1k
23,5,438857701,-0.0057,NA,CMSDESynPUF1k
23,5,443698701,0.0125,0.1119,CMSDESynPUF1k
23,1,4192940701,-0.0057,NA,CMSDESynPUF1k
23,5,433030701,-0.0057,NA,CMSDESynPUF1k
23,1,4245252701,0.0284,0.1686,CMSDESynPUF1k
23,5,433441701,-0.0057,NA,CMSDESynPUF1k
23,1,441692701,-0.0057,NA,CMSDESynPUF1k
22,1,4060266701,-0.1923,NA,CMSDESynPUF1k
23,1,438262701,-0.0057,NA,CMSDESynPUF1k
23,2,434169701,-0.0057,NA,CMSDESynPUF1k
23,2,437677701,-0.0057,NA,CMSDESynPUF1k
23,2,4198132701,-0.0057,NA,CMSDESynPUF1k
23,1,441415701,-0.0057,NA,CMSDESynPUF1k
23,4,2617406701,-0.0057,NA,CMSDESynPUF1k
23,1,440529701,-0.0057,NA,CMSDESynPUF1k
23,3,438557701,-0.0057,NA,CMSDESynPUF1k
23,4,4046263701,-0.0057,NA,CMSDESynPUF1k
22,5,435080701,-0.1923,NA,CMSDESynPUF1k
22,1,436230701,-0.1923,NA,CMSDESynPUF1k
23,5,4331508701,-0.0057,NA,CMSDESynPUF1k
23,5,433877701,-0.0057,NA,CMSDESynPUF1k
22,5,4034850701,-0.1923,NA,CMSDESynPUF1k
22,1,440216701,-0.1923,NA,CMSDESynPUF1k
23,2,4258831701,-0.0057,NA,CMSDESynPUF1k
23,5,4199173701,-0.0057,NA,CMSDESynPUF1k
23,4,443709701,-0.0057,NA,CMSDESynPUF1k
23,5,436231701,-0.0057,NA,CMSDESynPUF1k
22,5,435928701,-0.1923,NA,CMSDESynPUF1k
23,4,443572701,-0.0057,NA,CMSDESynPUF1k
23,2,4208622701,-0.0057,NA,CMSDESynPUF1k
23,5,439871701,-0.0057,NA,CMSDESynPUF1k
23,3,437677701,-0.0057,NA,CMSDESynPUF1k
23,2,2617384701,-0.0057,NA,CMSDESynPUF1k
22,5,442282701,-0.1923,NA,CMSDESynPUF1k
23,1,4092896701,0.0125,0.1119,CMSDESynPUF1k
23,4,4245252701,-0.0057,NA,CMSDESynPUF1k
23,5,434170701,-0.0057,NA,CMSDESynPUF1k
23,5,436230701,0.0807,0.2842,CMSDESynPUF1k
23,1,437525701,-0.0057,NA,CMSDESynPUF1k
23,1,434164701,0.0557,0.2361,CMSDESynPUF1k
23,1,439141701,0.0068,0.0826,CMSDESynPUF1k
23,1,4094911701,-0.0057,NA,CMSDESynPUF1k
23,1,2617384701,-0.0057,NA,CMSDESynPUF1k
23,5,135030701,-0.0057,NA,CMSDESynPUF1k
23,1,321414701,0.0091,0.0954,CMSDESynPUF1k
23,5,4198132701,0.0136,0.1168,CMSDESynPUF1k
23,5,4094448701,0.0068,0.0826,CMSDESynPUF1k
23,4,40482801701,0.0102,0.1012,CMSDESynPUF1k
23,2,433033701,-0.0057,NA,CMSDESynPUF1k
23,1,433030701,-0.0057,NA,CMSDESynPUF1k
23,5,433596701,0.0159,0.1262,CMSDESynPUF1k
23,5,443712701,-0.0057,NA,CMSDESynPUF1k
23,2,2617206701,-0.0057,NA,CMSDESynPUF1k
23,4,438557701,0.008,0.0892,CMSDESynPUF1k
22,5,441419701,-0.1923,NA,CMSDESynPUF1k
23,1,443698701,0.0114,0.1067,CMSDESynPUF1k
22,5,444118701,-0.1923,NA,CMSDESynPUF1k
23,5,4135421701,0.0068,0.0826,CMSDESynPUF1k
23,4,438262701,-0.0057,NA,CMSDESynPUF1k
23,1,4331508701,-0.0057,NA,CMSDESynPUF1k
23,4,4098179701,-0.0057,NA,CMSDESynPUF1k
23,1,433877701,-0.0057,NA,CMSDESynPUF1k
23,1,443713701,-0.0057,NA,CMSDESynPUF1k
23,5,2617225701,-0.0057,NA,CMSDESynPUF1k
23,1,4208622701,-0.0057,NA,CMSDESynPUF1k
23,3,321414701,-0.0057,NA,CMSDESynPUF1k
22,4,440216701,-0.1923,NA,CMSDESynPUF1k
23,3,4237017701,-0.0057,NA,CMSDESynPUF1k
23,2,79936701,-0.0057,NA,CMSDESynPUF1k
23,2,321414701,-0.0057,NA,CMSDESynPUF1k
22,5,441968701,-0.1923,NA,CMSDESynPUF1k
23,4,435080701,-0.0057,NA,CMSDESynPUF1k
23,2,439142701,-0.0057,NA,CMSDESynPUF1k
23,1,2720582701,-0.0057,NA,CMSDESynPUF1k
23,2,437671701,-0.0057,NA,CMSDESynPUF1k
23,4,439154701,-0.0057,NA,CMSDESynPUF1k
23,1,4059049701,-0.0057,NA,CMSDESynPUF1k
23,5,440216701,0.0977,0.3128,CMSDESynPUF1k
23,5,443702701,-0.0057,NA,CMSDESynPUF1k
23,5,2617406701,0.0114,0.1067,CMSDESynPUF1k
23,5,435928701,0.05,0.2237,CMSDESynPUF1k
23,5,4216894701,-0.0057,NA,CMSDESynPUF1k
23,3,2617206701,-0.0057,NA,CMSDESynPUF1k
23,5,2617206701,0.05,0.2237,CMSDESynPUF1k
23,1,4198132701,0.008,0.0892,CMSDESynPUF1k
23,5,137989701,0.0091,0.0954,CMSDESynPUF1k
23,1,443715701,-0.0057,NA,CMSDESynPUF1k
23,5,437671701,-0.0057,NA,CMSDESynPUF1k
23,3,320536701,-0.0057,NA,CMSDESynPUF1k
23,4,443698701,-0.0057,NA,CMSDESynPUF1k
23,1,4135421701,0.0068,0.0826,CMSDESynPUF1k
23,1,4091110701,-0.0057,NA,CMSDESynPUF1k
23,1,4194160701,0.0068,0.0826,CMSDESynPUF1k
23,5,4147565701,-0.0057,NA,CMSDESynPUF1k
23,5,442282701,0.008,0.0892,CMSDESynPUF1k
23,5,4060705701,-0.0057,NA,CMSDESynPUF1k
23,3,40660437701,-0.0057,NA,CMSDESynPUF1k
23,1,2617225701,0.0125,0.1119,CMSDESynPUF1k
23,2,442282701,-0.0057,NA,CMSDESynPUF1k
23,2,4060985701,-0.0057,NA,CMSDESynPUF1k
23,4,4199173701,-0.0057,NA,CMSDESynPUF1k
23,3,320074701,-0.0057,NA,CMSDESynPUF1k
23,1,4094448701,-0.0057,NA,CMSDESynPUF1k
23,1,40481861701,-0.0057,NA,CMSDESynPUF1k
23,5,439142701,-0.0057,NA,CMSDESynPUF1k
23,2,438857701,-0.0057,NA,CMSDESynPUF1k
22,5,320536701,-0.1923,NA,CMSDESynPUF1k
22,5,40484648701,-0.1923,NA,CMSDESynPUF1k
23,1,433033701,-0.0057,NA,CMSDESynPUF1k
23,2,432451701,-0.0057,NA,CMSDESynPUF1k
22,2,438557701,-0.1923,NA,CMSDESynPUF1k
23,5,439155701,-0.0057,NA,CMSDESynPUF1k
22,5,4013526701,-0.1923,NA,CMSDESynPUF1k
23,1,4047338701,-0.0057,NA,CMSDESynPUF1k
23,5,441419701,-0.0057,NA,CMSDESynPUF1k
23,5,438878701,0.0239,0.1546,CMSDESynPUF1k
23,2,4009585701,-0.0057,NA,CMSDESynPUF1k
22,5,433030701,-0.1923,NA,CMSDESynPUF1k
23,1,436230701,0.0716,0.2677,CMSDESynPUF1k
23,2,441968701,-0.0057,NA,CMSDESynPUF1k
23,5,444118701,-0.0057,NA,CMSDESynPUF1k
23,5,438262701,-0.0057,NA,CMSDESynPUF1k
23,2,4046263701,-0.0057,NA,CMSDESynPUF1k
23,3,436238701,-0.0057,NA,CMSDESynPUF1k
23,5,441969701,0.0114,0.1067,CMSDESynPUF1k
23,1,4147565701,-0.0057,NA,CMSDESynPUF1k
23,1,435080701,0.0068,0.0826,CMSDESynPUF1k
23,5,435080701,-0.0057,NA,CMSDESynPUF1k
23,1,4060705701,-0.0057,NA,CMSDESynPUF1k
23,4,4092896701,-0.0057,NA,CMSDESynPUF1k
23,1,438857701,0.0068,0.0826,CMSDESynPUF1k
23,1,256244701,-0.0057,NA,CMSDESynPUF1k
23,2,443572701,-0.0057,NA,CMSDESynPUF1k
23,5,4042557701,-0.0057,NA,CMSDESynPUF1k
23,2,137989701,-0.0057,NA,CMSDESynPUF1k
23,1,443702701,-0.0057,NA,CMSDESynPUF1k
23,1,442282701,0.0091,0.0954,CMSDESynPUF1k
22,1,40482801701,-0.1923,NA,CMSDESynPUF1k
23,1,436238701,0.0102,0.1012,CMSDESynPUF1k
23,2,436238701,-0.0057,NA,CMSDESynPUF1k
23,1,4195512701,-0.0057,NA,CMSDESynPUF1k
22,1,2617406701,-0.1923,NA,CMSDESynPUF1k
22,1,4245252701,-0.1923,NA,CMSDESynPUF1k
23,5,436245701,-0.0057,NA,CMSDESynPUF1k
23,3,436230701,-0.0057,NA,CMSDESynPUF1k
23,4,320536701,-0.0057,NA,CMSDESynPUF1k
23,4,433596701,-0.0057,NA,CMSDESynPUF1k
23,1,437671701,0.0068,0.0826,CMSDESynPUF1k
23,2,437982701,-0.0057,NA,CMSDESynPUF1k
23,1,432451701,0.008,0.0892,CMSDESynPUF1k
23,2,443709701,-0.0057,NA,CMSDESynPUF1k
23,2,76784101,-0.0057,NA,CMSDESynPUF1k
23,1,133468101,0.0102,0.1012,CMSDESynPUF1k
23,3,198263101,0.083,0.2882,CMSDESynPUF1k
23,1,201826101,0.658,0.8116,CMSDESynPUF1k
23,5,257907101,0.133,0.3648,CMSDESynPUF1k
23,1,312648101,0.6818,0.8262,CMSDESynPUF1k
23,5,315286101,0.1364,0.3695,CMSDESynPUF1k
23,2,320128101,0.2136,0.4625,CMSDESynPUF1k
23,2,321314101,0.0068,0.0826,CMSDESynPUF1k
23,1,432867101,0.5716,0.7565,CMSDESynPUF1k
23,1,40482801101,0.217,0.4661,CMSDESynPUF1k
23,1,26823101,-0.0057,NA,CMSDESynPUF1k
23,5,75909101,0.0068,0.0826,CMSDESynPUF1k
23,1,194417101,0.0068,0.0826,CMSDESynPUF1k
23,1,197032101,0.017,0.1306,CMSDESynPUF1k
23,5,200051101,0.025,0.1582,CMSDESynPUF1k
23,5,200219101,0.267,0.5171,CMSDESynPUF1k
23,1,256450101,-0.0057,NA,CMSDESynPUF1k
23,4,312998101,0.0114,0.1067,CMSDESynPUF1k
23,1,435796101,0.1023,0.32,CMSDESynPUF1k
23,1,440704101,0.0159,0.1262,CMSDESynPUF1k
23,1,443597101,0.1227,0.3505,CMSDESynPUF1k
23,1,133280101,0.025,0.1582,CMSDESynPUF1k
23,5,138841101,0.0227,0.1508,CMSDESynPUF1k
23,3,201826101,0.0659,0.2569,CMSDESynPUF1k
23,1,316822101,0.0432,0.2079,CMSDESynPUF1k
23,4,376961101,0.0091,0.0954,CMSDESynPUF1k
23,1,440389101,0.0114,0.1067,CMSDESynPUF1k
23,1,444132101,0.025,0.1582,CMSDESynPUF1k
23,5,444382101,0.1409,0.3756,CMSDESynPUF1k
23,4,40304526101,-0.0057,NA,CMSDESynPUF1k
23,1,72748101,0.0352,0.1878,CMSDESynPUF1k
23,2,72990101,0.0159,0.1262,CMSDESynPUF1k
23,1,78232101,0.1341,0.3664,CMSDESynPUF1k
23,5,81112101,0.2023,0.45,CMSDESynPUF1k
23,4,133711101,0.008,0.0892,CMSDESynPUF1k
23,1,135772101,0.0182,0.1349,CMSDESynPUF1k
23,1,141941101,0.0784,0.2802,CMSDESynPUF1k
23,1,256197101,0.008,0.0892,CMSDESynPUF1k
23,1,261599101,-0.0057,NA,CMSDESynPUF1k
23,1,321318101,0.0898,0.2998,CMSDESynPUF1k
23,5,432881101,0.033,0.1816,CMSDESynPUF1k
23,5,440360101,0.0807,0.2842,CMSDESynPUF1k
23,5,442425101,0.0341,0.1847,CMSDESynPUF1k
23,5,443592101,-0.0057,NA,CMSDESynPUF1k
23,5,443622101,0.0193,0.1391,CMSDESynPUF1k
23,2,4324765101,0.0102,0.1012,CMSDESynPUF1k
23,1,72992101,0.0091,0.0954,CMSDESynPUF1k
23,1,77646101,0.1216,0.3489,CMSDESynPUF1k
23,1,78234101,0.0227,0.1508,CMSDESynPUF1k
23,4,80946101,-0.0057,NA,CMSDESynPUF1k
23,5,133547101,0.0227,0.1508,CMSDESynPUF1k
23,5,140490101,0.0068,0.0826,CMSDESynPUF1k
23,1,141650101,-0.0057,NA,CMSDESynPUF1k
23,3,193520101,-0.0057,NA,CMSDESynPUF1k
23,5,197304101,0.0511,0.2263,CMSDESynPUF1k
23,5,197672101,0.0455,0.2133,CMSDESynPUF1k
23,5,200845101,0.0136,0.1168,CMSDESynPUF1k
23,5,314379101,0.0125,0.1119,CMSDESynPUF1k
23,5,435521101,-0.0057,NA,CMSDESynPUF1k
23,5,436070101,0.0989,0.3146,CMSDESynPUF1k
23,1,444213101,-0.0057,NA,CMSDESynPUF1k
23,5,444272101,-0.0057,NA,CMSDESynPUF1k
23,1,4268622101,0.0227,0.1508,CMSDESynPUF1k
23,2,440383101,0.0102,0.1012,CMSDESynPUF1k
23,4,442775101,-0.0057,NA,CMSDESynPUF1k
23,4,312437101,0.0614,0.2479,CMSDESynPUF1k
23,5,40479192101,0.0545,0.2337,CMSDESynPUF1k
22,5,31317101,0.2308,0.4895,CMSDESynPUF1k
22,5,137809101,-0.1923,NA,CMSDESynPUF1k
22,1,140648101,0.3462,0.5996,CMSDESynPUF1k
22,3,261881101,-0.1923,NA,CMSDESynPUF1k
22,3,312327101,-0.1923,NA,CMSDESynPUF1k
22,4,376065101,-0.1923,NA,CMSDESynPUF1k
22,5,433390101,-0.1923,NA,CMSDESynPUF1k
22,1,438720101,0.2308,0.4895,CMSDESynPUF1k
22,3,443611101,-0.1923,NA,CMSDESynPUF1k
23,5,75051101,-0.0057,NA,CMSDESynPUF1k
23,1,437521101,0.0784,0.2802,CMSDESynPUF1k
23,3,23164101,-0.0057,NA,CMSDESynPUF1k
23,2,72993101,0.0136,0.1168,CMSDESynPUF1k
23,5,73557101,-0.0057,NA,CMSDESynPUF1k
